1,5.76118
2,5.73339
3,5.73339
4,5.73339
5,5.73339
6,5.73339
7,5.73339
8,5.73339
9,5.73339
10,5.73339
11,5.73339
12,5.73339
13,5.73339
14,5.73381
15,5.73381
16,5.71201
17,5.71201
18,5.71201
19,5.71201
20,5.68908
21,5.68908
22,5.75785
23,5.73493
24,5.68908
25,5.73432
26,5.73432
27,5.75725
28,5.73432
29,5.71140
30,5.75674
31,5.73381
32,5.73282
33,5.73306
34,5.73339
35,5.73339
36,5.73339
37,5.73339
38,5.73339
39,5.73306
40,5.73339
41,5.73827
42,5.71271
43,5.71271
44,5.73563
45,5.73563
46,5.73339
47,5.73381
48,5.71140
49,5.75575
50,5.74450
51,5.73730
52,5.73306
54,5.71046
55,5.71046
56,5.71046
57,5.71046
58,5.71013
59,5.71013
60,5.73339
61,5.73306
62,5.71013
63,5.68695
64,5.77925
65,5.77892
66,5.77868
67,5.73282
68,5.73432
69,5.73432
70,5.75632
71,5.78078
72,5.78078
73,5.71140
74,5.78017
75,5.73432
76,5.73432
77,5.71088
78,5.71088
79,5.68795
80,5.71088
81,5.71088
82,5.71088
83,5.71088
84,5.71088
85,5.71088
86,5.71088
87,5.71088
88,5.71088
89,5.71088
90,5.71088
91,5.71088
92,5.71088
93,5.71088
94,5.71088
95,5.71088
96,5.71088
97,5.71088
98,5.71088
99,5.71088
100,5.71088
101,5.71088
102,5.71088
103,-1.00000
104,5.50570
105,5.23429
106,4.76269
107,4.70065
108,4.72358
109,4.72358
110,4.70065
111,4.74651
112,4.70210
113,4.65625
114,4.81623
115,4.74745
116,4.70159
117,4.70159
118,4.70159
119,4.70159
120,4.67866
121,4.67866
122,4.67866
123,4.67866
124,4.67866
125,4.67866
126,4.67866
127,4.72412
128,4.72412
129,4.67918
130,4.67918
131,4.67918
132,4.67918
133,4.67918
134,4.67918
135,4.67918
136,4.67918
137,4.67918
138,4.67918
139,4.67918
140,4.67918
141,4.67918
142,4.67918
143,4.67918
144,4.67918
145,4.67918
146,4.67918
147,4.65625
148,4.67918
149,4.67918
150,4.67918
151,4.70210
152,4.70210
153,4.70210
154,4.70210
155,4.70210
156,4.70210
157,4.70210
158,4.70210
159,4.70210
160,4.70210
161,4.70210
162,4.70210
163,4.70210
164,4.70210
165,4.70210
166,4.70210
167,4.70210
168,4.70210
169,4.70210
170,4.67866
171,4.67866
172,4.72503
173,4.70210
174,4.70159
175,4.70119
176,4.67826
177,4.70119
178,4.70119
179,4.70119
180,4.70119
181,4.70119
182,4.67826
183,4.67826
184,4.67826
185,4.67826
186,4.70119
187,4.70119
188,4.70119
189,4.67826
190,4.72412
191,4.70090
192,4.70090
193,4.70090
194,4.70090
195,4.65503
196,4.65503
197,4.65503
198,4.65503
199,4.67826
200,4.67826
201,4.67826
202,4.67826
203,4.65533
204,4.58599
205,4.63185
206,4.70432
207,4.68141
208,4.29014
209,3.87684
210,3.64763
211,3.62290
212,3.57721
213,3.55435
214,3.55435
215,3.55435
