1,12.34761
2,12.34761
3,12.34206
4,12.34206
5,12.31794
6,12.31794
7,12.34669
8,12.34669
9,12.34669
10,12.34669
11,12.34669
12,12.34498
13,12.34419
14,12.34419
15,12.34419
16,12.34419
17,12.34419
18,12.34419
19,12.34419
20,12.34419
21,12.34419
22,12.34419
23,12.34419
24,12.34419
25,12.34419
26,12.34419
27,12.34419
28,12.34419
29,12.34144
30,12.34144
31,12.34144
32,12.34144
33,12.34144
34,12.34144
35,12.34144
36,12.34144
37,12.34144
38,12.34144
39,12.34144
40,12.34144
41,12.34144
42,12.34144
43,12.34144
44,12.34144
45,12.34144
46,12.34144
47,12.34144
48,12.34144
49,12.34144
50,12.34144
51,12.34144
52,12.34144
53,12.34144
54,12.34144
55,12.31852
56,12.36276
57,12.36276
58,12.33983
59,12.33983
60,12.33983
61,12.38569
62,12.34273
63,12.36325
64,12.34206
65,12.34206
66,12.34206
67,12.31914
68,12.34086
69,12.34086
70,12.31794
71,12.31794
72,12.31794
73,12.31794
74,12.31794
75,12.31794
76,12.31794
77,12.31794
78,12.31794
79,12.31794
80,12.31794
81,12.31794
82,12.36276
83,12.33897
84,12.33897
85,12.33897
86,12.33897
87,12.33897
88,12.33897
89,12.31535
90,12.33938
91,12.33938
92,12.33938
93,12.33897
94,12.33800
95,12.38483
96,12.33897
97,12.33897
98,12.33897
99,12.33860
100,12.36093
101,12.31483
102,12.31483
103,12.31483
104,12.31483
105,12.31463
106,12.23503
107,12.21111
108,12.09746
109,11.78596
110,11.65353
111,11.37426
112,11.35449
113,11.28052
114,11.28052
115,11.28052
116,11.30203
117,11.29698
118,11.29698
119,11.29698
120,11.29698
121,11.29698
122,11.29698
123,11.29698
124,11.29698
125,11.29698
126,11.29698
127,11.29698
128,11.29698
129,11.29698
130,11.29698
131,11.29698
132,11.29698
133,11.29698
134,11.29698
135,11.29698
136,11.29698
137,11.29698
138,11.29698
139,11.29474
140,11.31874
141,11.31874
142,11.31874
143,11.36688
144,11.33950
145,11.34055
146,11.31764
147,11.31764
148,11.27293
149,11.31874
150,11.31874
151,11.31874
152,11.31874
153,11.27183
154,11.27183
155,11.27183
156,11.27183
157,11.27183
158,11.27183
159,11.27183
160,11.27183
161,11.27183
162,11.27183
163,11.27183
164,11.27183
165,11.27183
166,11.27183
167,11.27183
168,11.27183
169,11.27183
170,11.27183
171,11.36046
172,11.26789
173,11.26789
174,11.26789
175,11.26789
176,11.26789
177,11.26789
178,11.26789
179,11.26789
180,11.26789
181,11.26789
182,11.26789
183,11.26789
184,11.26789
185,11.26789
186,11.26789
187,11.26789
188,11.26789
189,11.26789
190,11.26789
191,11.26789
192,11.26789
193,11.26789
194,11.26789
195,11.26789
196,11.26789
197,11.30923
198,11.30923
199,11.35508
200,11.33215
201,11.33215
202,11.31054
203,11.28762
204,11.28762
205,11.15816
206,11.01888
207,10.86265
208,10.57139
209,10.34218
210,10.41218
211,10.31850
212,10.32377
213,10.30147
214,10.30147
215,10.26222
216,10.20692
217,10.27386
218,10.25154
219,10.25154
220,10.25154
221,10.25154
222,10.25154
223,10.25154
224,10.25154
225,10.25154
226,10.25154
227,10.25154
228,10.25154
229,10.25154
230,10.20692
231,10.20692
232,10.25154
233,10.25154
234,10.25154
235,10.25154
236,10.25154
237,10.22923
238,10.22923
239,10.22923
240,10.22923
241,10.22923
242,10.20163
243,10.21872
244,10.24106
245,10.24106
246,10.24106
247,10.24106
248,10.24106
249,10.24106
250,10.24106
251,10.21872
252,10.21872
253,10.21872
254,10.21872
255,10.19120
256,10.24106
257,10.24106
258,10.24106
259,10.24106
260,10.24106
261,10.24106
262,10.24106
263,10.24106
264,10.24106
265,10.24106
266,10.24106
267,10.24106
268,10.24106
269,10.24106
270,10.24106
271,10.31326
272,10.29093
273,10.26860
274,10.24106
275,10.24106
276,10.24106
277,10.24106
278,10.24106
279,10.24106
280,10.24106
281,10.24106
282,10.24106
283,10.24106
284,10.24106
285,10.24106
286,10.24106
287,10.24106
288,9.31631
289,10.23810
290,10.23810
291,10.23810
292,10.23810
293,10.23810
294,10.23810
295,10.23319
296,10.25560
297,10.25560
298,10.25560
299,10.25560
300,10.25560
301,10.25560
302,10.25560
303,10.18839
304,10.18839
305,10.18839
306,10.18839
307,10.18839
308,10.18839
309,10.18839
310,10.18839
311,10.18839
312,10.18839
313,10.18839
314,10.18839
315,10.16109
316,10.16109
317,10.18350
318,10.24362
319,10.04721
320,9.95010
321,9.81691
322,9.43094
323,-1.00000
324,9.26137
325,9.18763
326,9.18763
327,9.17636
328,9.19178
329,9.18478
330,9.18478
331,9.26878
332,9.30458
333,9.29549
334,9.28414
335,9.30422
336,9.30422
337,9.30159
338,9.32437
339,9.34208
340,9.35102
341,9.43390
342,9.36517
343,9.34441
344,9.34441
345,9.34441
346,9.34441
347,9.34441
348,9.34441
349,9.34441
350,9.34441
351,9.32151
352,9.32151
353,9.32151
354,9.32151
355,9.39022
356,9.34441
357,9.34441
358,9.34441
359,9.34441
360,9.36732
361,9.36732
362,9.36732
363,9.36732
364,9.36732
365,9.42087
366,9.39798
367,9.31836
368,9.31836
369,9.31836
370,9.31836
371,9.31836
372,9.29545
373,9.29545
374,9.29545
375,9.29545
376,9.29545
377,9.29545
378,9.29644
379,9.29644
380,9.29644
381,9.29644
382,9.29644
383,9.29644
384,9.29644
385,9.29644
386,9.29644
387,9.29644
388,9.29644
389,9.36517
390,9.36325
391,9.36325
392,9.36325
393,9.36325
394,9.36325
395,9.36325
396,9.36325
397,9.32788
398,9.32788
399,9.37366
400,9.39798
401,9.39798
402,9.37366
403,9.37366
404,9.37366
405,9.37366
406,9.39241
407,9.11029
408,8.61839
409,8.52057
410,8.28689
411,8.19493
412,8.25380
413,8.25045
414,8.25045
415,8.25045
416,8.25045
417,8.25045
418,8.22776
419,8.22776
420,8.22776
421,8.22776
